,QikProp_.stars,QikProp_.amine,QikProp_.acid,QikProp_.rotor,QikProp_.rctvFG,QikProp_CNS,QikProp_MW,QikProp_dipole,QikProp_SASA,QikProp_FOSA,QikProp_FISA,QikProp_PISA,QikProp_WPSA,QikProp_volume,QikProp_donorHB,QikProp_accptHB,QikProp_dip.2.V,QikProp_ACxDN..5.SA,QikProp_glob,QikProp_QPpolrz,QikProp_QPlogPC16,QikProp_QPlogPoct,QikProp_QPlogPw,QikProp_QPlogPo.w,QikProp_QPlogS,QikProp_QPlogHERG,QikProp_QPPCaco,QikProp_QPlogBB,QikProp_QPPMDCK,QikProp_QPlogKp,QikProp_IP.eV.,QikProp_EA.eV.,QikProp_.metabol,QikProp_QPlogKhsa,moeGao_Abra_L,moeGao_Abra_R,moeGao_Abra_acidity,moeGao_Abra_basicity,moeGao_Abra_pi,moe2D_BCUT_PEOE_0,moe2D_BCUT_PEOE_1,moe2D_BCUT_PEOE_2,moe2D_BCUT_PEOE_3,moe2D_BCUT_SLOGP_0,moe2D_BCUT_SLOGP_1,moe2D_BCUT_SLOGP_2,moe2D_BCUT_SLOGP_3,moe2D_BCUT_SMR_0,moe2D_BCUT_SMR_1,moe2D_BCUT_SMR_2,moe2D_BCUT_SMR_3,moe2D_GCUT_PEOE_0,moe2D_GCUT_PEOE_1,moe2D_GCUT_PEOE_2,moe2D_GCUT_PEOE_3,moe2D_GCUT_SLOGP_0,moe2D_GCUT_SLOGP_1,moe2D_GCUT_SLOGP_2,moe2D_GCUT_SLOGP_3,moe2D_GCUT_SMR_0,moe2D_GCUT_SMR_1,moe2D_GCUT_SMR_2,moe2D_GCUT_SMR_3,moe2D_Kier1,moe2D_Kier2,moe2D_Kier3,moe2D_KierA1,moe2D_KierA2,moe2D_KierA3,moe2D_KierFlex,moe2D_PEOE_PC.,moe2D_PEOE_PC..1,moe2D_PEOE_RPC.,moe2D_PEOE_RPC..1,moe2D_PEOE_VSA.0,moe2D_PEOE_VSA.1,moe2D_PEOE_VSA.2,moe2D_PEOE_VSA.3,moe2D_PEOE_VSA.4,moe2D_PEOE_VSA.5,moe2D_PEOE_VSA.6,moe2D_PEOE_VSA.0.1,moe2D_PEOE_VSA.1.1,moe2D_PEOE_VSA.2.1,moe2D_PEOE_VSA.3.1,moe2D_PEOE_VSA.4.1,moe2D_PEOE_VSA.5.1,moe2D_PEOE_VSA.6.1,moe2D_PEOE_VSA_FHYD,moe2D_PEOE_VSA_FNEG,moe2D_PEOE_VSA_FPNEG,moe2D_PEOE_VSA_FPOL,moe2D_PEOE_VSA_FPOS,moe2D_PEOE_VSA_FPPOS,moe2D_PEOE_VSA_HYD,moe2D_PEOE_VSA_NEG,moe2D_PEOE_VSA_PNEG,moe2D_PEOE_VSA_POL,moe2D_PEOE_VSA_POS,moe2D_PEOE_VSA_PPOS,moe2D_Q_PC.,moe2D_Q_PC..1,moe2D_Q_RPC.,moe2D_Q_RPC..1,moe2D_Q_VSA_FHYD,moe2D_Q_VSA_FNEG,moe2D_Q_VSA_FPNEG,moe2D_Q_VSA_FPOL,moe2D_Q_VSA_FPOS,moe2D_Q_VSA_FPPOS,moe2D_Q_VSA_HYD,moe2D_Q_VSA_NEG,moe2D_Q_VSA_PNEG,moe2D_Q_VSA_POL,moe2D_Q_VSA_POS,moe2D_Q_VSA_PPOS,moe2D_SMR,moe2D_SMR_VSA0,moe2D_SMR_VSA1,moe2D_SMR_VSA2,moe2D_SMR_VSA3,moe2D_SMR_VSA4,moe2D_SMR_VSA5,moe2D_SMR_VSA6,moe2D_SMR_VSA7,moe2D_SlogP,moe2D_SlogP_VSA0,moe2D_SlogP_VSA1,moe2D_SlogP_VSA2,moe2D_SlogP_VSA3,moe2D_SlogP_VSA4,moe2D_SlogP_VSA5,moe2D_SlogP_VSA6,moe2D_SlogP_VSA7,moe2D_SlogP_VSA8,moe2D_SlogP_VSA9,moe2D_TPSA,moe2D_VAdjEq,moe2D_VAdjMa,moe2D_VDistEq,moe2D_VDistMa,moe2D_Weight,moe2D_a_IC,moe2D_a_ICM,moe2D_a_acc,moe2D_a_aro,moe2D_a_count,moe2D_a_don,moe2D_a_heavy,moe2D_a_hyd,moe2D_a_nBr,moe2D_a_nC,moe2D_a_nCl,moe2D_a_nF,moe2D_a_nH,moe2D_a_nN,moe2D_a_nO,moe2D_a_nS,moe2D_apol,moe2D_b_1rotN,moe2D_b_1rotR,moe2D_b_ar,moe2D_b_count,moe2D_b_double,moe2D_b_heavy,moe2D_b_rotN,moe2D_b_rotR,moe2D_b_single,moe2D_b_triple,moe2D_balabanJ,moe2D_bpol,moe2D_chi0,moe2D_chi0_C,moe2D_chi0v,moe2D_chi0v_C,moe2D_chi1,moe2D_chi1_C,moe2D_chi1v,moe2D_chi1v_C,moeGao_chi2_C,moeGao_chi2v_C,moeGao_chi3c,moeGao_chi3c_C,moeGao_chi3cv,moeGao_chi3cv_C,moeGao_chi3p,moeGao_chi3p_C,moeGao_chi3pv,moeGao_chi3pv_C,moeGao_chi4c,moeGao_chi4c_C,moeGao_chi4ca,moeGao_chi4ca_C,moeGao_chi4cav,moeGao_chi4cav_C,moeGao_chi4cv,moeGao_chi4cv_C,moeGao_chi4pc,moeGao_chi4pc_C,moeGao_chi4pcv,moeGao_chi4pcv_C,moe2D_chiral,moe2D_density,moe2D_diameter,moe2D_kS_aaCH,moe2D_kS_aaN,moe2D_kS_aaNH,moe2D_kS_aaS,moe2D_kS_aaaC,moe2D_kS_aasC,moe2D_kS_aasN,moe2D_kS_dO,moe2D_kS_ddssS,moe2D_kS_dsCH,moe2D_kS_dssC,moe2D_kS_sBr,moe2D_kS_sCH3,moe2D_kS_sCl,moe2D_kS_sF,moe2D_kS_sNH2,moe2D_kS_sOH,moe2D_kS_ssCH2,moe2D_kS_ssNH,moe2D_kS_ssO,moe2D_kS_ssS,moe2D_kS_sssCH,moe2D_kS_sssN,moe2D_kS_ssssC,moe2D_kS_tNH,moe2D_kS_tsC,moe2D_lip_acc,moe2D_lip_don,moe2D_lip_violation,moe2D_logP.o.w.,moe2D_logS,moe2D_mr,moe2D_opr_brigid,moe2D_opr_nring,moe2D_opr_nrot,moe2D_opr_violation,moe2D_petitjean,moe2D_petitjeanSC,moe2D_radius,moe2D_reactive,moe2D_rings,moe2D_vdw_area,moe2D_vdw_vol,moe2D_vsa_acc,moe2D_vsa_don,moe2D_vsa_hyd,moe2D_vsa_other,moe2D_vsa_pol,moe2D_weinerPath,moe2D_weinerPol,moe2D_zagreb
381,2,0,0,2,0,-1,385.335,4.134,582.143,0.877,149.576,262.536,169.153,1011.349,2.0,6.0,0.0168949,0.0145759,0.8370205,35.543,9.83,19.044,12.55,3.0,-5.305,-7.339,430.106,-0.917,262.442,-3.159,9.936,1.546,0,0.203,6.928,1.292,0.386,-0.172,1.246,-2.324,-0.6222,0.6987,2.389,-2.572,-0.5062,0.8059,2.463,-1.972,-0.4953,0.8601,2.722,-0.8157,-0.3968,0.07477,2.508,-1.348,-0.3034,0.2202,2.615,-0.4667,-0.2042,0.1986,2.79,20.73,7.788,4.899,16.14,6.0,3.746,3.725,1.968,-1.968,0.2215,0.1203,54.06,51.79,9.021,6.7,0.0,4.185,9.046,61.27,24.51,0.0,54.19,43.93,0.0,0.0,0.8207,0.577,0.1378,0.1793,0.423,0.04151,261.5,183.9,43.93,57.16,134.8,13.23,5.781,-5.781,0.2503,0.1692,0.5943,0.7091,0.2915,0.4057,0.2909,0.1142,189.4,226.0,92.91,129.3,92.71,36.39,8.61,48.17,78.28,9.31,2.757,49.11,158.8,0.0,6.641,3.927,31.29,66.61,6.641,0.0,2.757,1.551,7.76,176.6,0.0,59.84,77.98,0.4121,5.807,3.33,9.127,385.3,75.94,2.052,3,17,37,1,26,17,0,16,0,4,11,3,2,1,45.53,3,0.1071,17,39,0,28,4,0.1429,22,0,1.705,24.63,19.11,10.33,13.72,8.696,12.05,6.704,8.666,4.72,4.623,2.725,3.915,0.1667,0.8905,0.08333,9.073,3.19,3.762,1.57,0.5774,0.0,6.792,2.209,2.36,0.9061,0.04296,0.0,5.827,0.3319,1.434,0.1379,0,0.9303,11,0.5984,0.0,0.0,0.0,-2.307,19.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.313,7.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.18,0.0,0.0,5,1,0,3.009,-5.665,8.837,17,3,3,0,0.4545,0.8333,6,0,3,318.7,414.2,41.44,20.14,214.4,30.2,0.0,1635,41,142
382,4,0,0,2,0,-2,435.343,3.689,630.001,1.715,151.006,227.298,249.982,1097.533,2.0,6.0,0.0124008,0.0134687,0.8167745,38.656,9.852,20.372,12.45,3.739,-6.49,-7.686,415.724,-1.001,252.765,-3.31,10.147,1.702,0,0.427,6.978,1.152,0.386,-0.257,1.141,-2.324,-0.6222,0.7003,2.396,-2.572,-0.5381,0.8059,2.492,-1.988,-0.4999,0.8543,2.722,-0.8157,-0.3856,0.08088,2.547,-1.348,-0.3029,0.2602,2.657,-0.467,-0.2041,0.1931,2.824,23.66,8.501,5.627,18.69,6.654,4.375,4.287,2.309,-2.309,0.1888,0.1025,54.06,54.0,0.0,6.7,0.0,4.185,18.09,61.27,24.51,0.0,89.92,32.02,0.0,0.0,0.8425,0.6025,0.09287,0.1575,0.3975,0.06461,290.5,207.7,32.02,54.29,137.0,22.28,6.755,-6.755,0.2142,0.1448,0.4951,0.731,0.3731,0.5049,0.269,0.1318,170.7,252.0,128.6,174.1,92.73,45.43,9.061,48.17,108.2,17.07,5.942,39.99,158.8,0.0,6.641,4.847,31.29,66.61,6.641,0.0,5.942,1.551,15.52,167.5,0.0,89.76,77.98,0.3797,5.954,3.511,9.433,435.3,83.07,2.077,3,17,40,1,29,20,0,17,0,6,11,3,2,1,48.4,3,0.09677,17,42,0,31,5,0.1613,25,0,1.679,27.04,21.61,10.83,14.98,9.196,13.27,6.993,9.294,4.97,5.019,3.01,5.137,0.311,1.045,0.1667,10.09,3.509,4.15,1.747,0.866,0.0,7.336,2.375,2.542,0.9894,0.05646,0.0,7.339,0.5577,1.687,0.2406,0,0.9785,13,4.547,0.0,0.0,0.0,-2.906,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,0.0,0.0,5,1,0,3.754,-6.427,9.308,17,3,3,0,0.4615,0.8571,7,0,3,344.8,444.9,41.44,20.14,240.4,30.2,0.0,2275,47,160
383,0,0,0,3,0,-1,362.83,7.179,601.927,143.657,139.154,246.819,72.297,1049.843,1.0,7.2,0.0490883,0.0119616,0.8299227,36.292,11.342,18.334,11.914,2.57,-4.6,-6.971,551.106,-0.923,345.103,-2.927,8.927,1.15,1,0.03,9.333,1.891,0.375,0.749,2.059,-2.419,-0.63,0.7083,2.425,-2.435,-0.5381,0.8059,2.443,-2.046,-0.4999,0.8572,2.788,-0.8875,-0.4116,0.08575,2.521,-0.8302,-0.3442,0.1645,2.63,-0.4952,-0.2089,0.2323,2.821,18.78,7.709,4.411,15.74,6.408,3.645,4.202,2.311,-2.311,0.1098,0.2045,54.68,68.57,23.99,20.72,10.32,4.185,0.0,73.53,29.58,6.513,0.0,5.683,0.0,39.78,0.8223,0.4594,0.1347,0.1777,0.5406,0.04298,277.6,155.1,45.47,59.98,182.5,14.51,4.256,-4.256,0.2829,0.1598,0.7215,0.5946,0.1843,0.2785,0.4054,0.09417,243.6,200.7,62.21,94.0,136.8,31.79,9.359,48.17,44.07,1.551,2.757,11.77,179.3,0.0,77.72,3.381,25.39,66.86,6.879,0.0,2.757,33.24,0.0,170.1,0.0,60.07,72.19,0.4374,5.7,3.358,8.877,362.8,71.29,1.828,4,17,39,1,24,15,0,17,1,0,15,2,3,1,49.61,4,0.1538,17,41,0,26,4,0.1538,24,0,1.625,26.59,17.32,11.54,14.42,9.903,11.38,6.416,9.408,4.535,4.224,2.493,2.609,0.1667,1.058,0.08333,8.606,2.633,4.097,1.27,0.2887,0.0,6.376,1.713,2.527,0.6905,0.05103,0.0,4.501,0.2357,1.638,0.09623,0,0.8301,12,2.491,0.0,0.0,0.0,23.85,5.534,0.0,-2.619,28.7,0.0,0.0,0.0,3.932,13.4,0.0,0.0,0.6527,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,2.908,-5.192,9.548,17,3,4,0,0.5,1.0,6,0,3,337.6,437.1,37.7,0.0,240.7,31.1,13.57,1362,37,128
384,0,0,0,1,0,0,381.372,7.622,608.975,150.725,103.254,230.635,124.361,1071.302,0.0,6.5,0.0542238,0.0,0.8314583,38.28,9.67,17.401,9.92,3.171,-4.893,-6.92,1294.444,-0.415,886.275,-2.514,9.735,1.458,2,0.061,7.967,1.311,0.03,0.543,1.723,-2.419,-0.4788,0.5656,2.428,-2.435,-0.4009,0.6304,2.463,-2.046,-0.3425,0.8301,2.788,-0.8875,-0.3632,0.03369,2.552,-0.8302,-0.3036,0.1973,2.647,-0.4802,-0.1755,0.1931,2.834,20.73,7.788,4.716,16.18,6.015,3.615,3.743,2.512,-2.512,0.1734,0.1882,86.41,34.12,23.99,27.42,0.0,4.185,9.046,67.77,0.0,6.513,35.73,5.683,5.683,32.02,0.8328,0.4531,0.1281,0.1672,0.5469,0.03908,281.9,153.4,43.38,56.61,185.2,13.23,4.739,-4.739,0.254,0.1372,0.6709,0.5325,0.2831,0.3291,0.4675,0.04595,227.1,180.3,95.85,111.4,158.3,15.56,8.976,48.17,80.35,9.31,5.513,8.27,140.3,0.0,71.9,3.977,0.0,83.64,6.879,0.0,5.513,33.24,7.76,148.6,0.0,78.21,64.85,0.4121,5.807,3.301,9.13,381.4,78.58,1.964,4,17,40,0,26,16,0,17,0,3,14,3,2,1,48.73,3,0.1071,17,42,0,28,4,0.1429,25,0,1.725,30.01,19.11,11.62,14.64,10.12,12.07,5.982,9.354,4.315,3.576,2.167,3.831,0.1361,1.077,0.07217,9.218,2.115,4.069,1.084,0.5774,0.0,6.854,1.162,2.52,0.4831,0.06453,0.0,5.983,0.2323,1.758,0.1138,0,0.8719,11,9.916,0.0,0.0,0.0,19.27,1.354,0.0,-2.77,28.71,0.0,0.0,0.0,8.683,0.0,48.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,2.798,-4.798,9.29,17,3,3,0,0.4545,0.8333,6,0,3,338.6,437.4,43.38,0.0,247.4,37.8,0.0,1616,42,142
385,1,0,0,1,0,0,315.361,5.186,548.455,83.434,75.591,341.967,47.462,947.89,0.0,4.0,0.0283691,0.0,0.8508691,34.404,9.691,14.036,7.81,3.665,-4.669,-6.816,2499.432,-0.121,1833.17,-1.612,9.034,0.827,0,0.329,8.059,1.57,0.03,0.591,1.862,-2.419,-0.6298,0.7111,2.424,-2.434,-0.5381,0.8059,2.453,-2.045,-0.4917,0.8543,2.789,-0.8875,-0.4141,0.0874,2.486,-0.8301,-0.2807,0.1755,2.62,-0.4453,-0.2083,0.1931,2.795,16.84,6.857,3.926,12.91,5.184,2.938,3.042,1.875,-1.875,0.1353,0.2521,47.96,53.62,21.82,20.72,0.0,4.185,0.0,100.2,0.0,6.513,0.0,11.91,0.0,32.02,0.8391,0.504,0.1469,0.1609,0.496,0.014,250.9,150.7,43.93,48.11,148.3,4.185,3.528,-3.528,0.3412,0.1842,0.7927,0.6716,0.1855,0.2073,0.3284,0.02178,237.0,200.8,55.46,61.97,98.18,6.513,8.492,48.17,16.86,1.551,0.0,17.82,193.6,0.0,38.57,3.958,0.0,50.07,6.879,0.0,0.0,33.24,0.0,211.5,0.0,14.96,39.07,0.4664,5.585,3.34,8.604,315.4,61.33,1.704,2,17,36,0,22,16,0,17,0,1,14,1,2,1,45.42,3,0.125,17,38,0,24,3,0.125,21,0,1.561,24.96,15.74,11.66,12.72,9.851,10.45,7.008,8.58,4.848,4.813,2.792,2.405,0.1667,0.8551,0.08333,7.893,3.337,3.714,1.616,0.2887,0.0,5.844,2.302,2.301,0.931,0.05103,0.0,4.097,0.3536,1.434,0.1443,0,0.7876,12,3.189,0.0,0.0,0.0,0.0,-0.1569,30.27,-2.555,28.55,0.0,0.0,0.0,3.947,0.0,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,4.157,-4.377,8.65,17,3,3,0,0.5,1.0,6,0,3,299.0,400.4,32.02,0.0,237.1,19.91,0.0,1099,33,118
386,1,0,1,3,0,-2,411.355,3.965,619.265,0.876,256.285,232.554,129.55,1078.536,3.0,8.0,0.0145761,0.0223756,0.8213182,37.304,11.482,22.374,16.335,1.75,-5.001,-5.256,5.876,-2.088,4.074,-5.136,9.928,1.641,0,-0.177,8.497,1.53,0.974,0.161,1.552,-2.324,-0.6222,0.7006,2.389,-2.572,-0.5381,0.8059,2.46,-1.972,-0.4999,0.8543,2.722,-0.8157,-0.3968,0.09381,2.535,-1.348,-0.3809,0.2104,2.631,-0.4667,-0.2161,0.234,2.819,22.68,8.626,5.389,17.49,6.584,4.083,4.113,2.396,-2.396,0.182,0.1367,56.27,51.79,0.0,6.7,10.32,18.89,9.046,61.27,24.51,0.0,54.19,32.02,13.57,7.768,0.7355,0.5582,0.154,0.2645,0.4418,0.1105,254.7,193.3,53.35,91.61,153.0,38.26,6.811,-6.811,0.2124,0.1436,0.4928,0.6797,0.3298,0.5072,0.3203,0.1773,170.7,235.4,114.2,175.7,110.9,61.42,9.245,72.03,63.32,34.7,5.942,39.99,158.8,7.745,6.641,3.215,31.29,74.36,6.641,25.39,29.8,1.551,7.76,167.5,0.0,44.88,115.3,0.3898,5.907,3.483,9.332,411.4,82.86,2.072,5,17,40,3,28,16,0,17,0,3,12,3,4,1,49.0,4,0.1333,17,42,1,30,5,0.1667,24,0,1.674,25.48,20.69,10.91,14.7,9.196,12.96,7.038,9.155,4.97,5.082,3.01,4.126,0.3333,0.9564,0.1667,9.855,3.554,4.07,1.747,0.5774,0.0,7.162,2.401,2.496,0.9894,0.04296,0.0,6.518,0.5893,1.593,0.2406,0,0.924,13,4.649,0.0,0.0,0.0,-1.674,20.06,0.0,11.85,42.14,0.0,7.809,0.0,0.0,0.0,48.55,-3.327,-5.705,0.0,0.0,0.0,0.0,0.0,0.0,-1.379,0.0,0.0,7,2,0,2.496,-5.339,9.518,17,3,4,0,0.4615,0.8571,7,0,3,346.3,445.2,41.44,20.14,195.6,44.91,27.13,2066,45,152
387,0,0,0,5,0,0,372.865,6.138,598.1,161.51,74.657,292.763,69.17,1067.865,0.0,4.75,0.03528,0.0,0.8447636,36.167,11.178,15.055,7.638,4.111,-4.691,-6.653,2555.581,-0.447,1878.71,-1.384,8.9,0.704,1,0.315,8.945,1.816,0.03,0.237,1.662,-2.42,-0.6185,0.6377,2.424,-2.434,-0.4729,0.764,2.496,-2.046,-0.4239,0.8207,2.789,-0.8875,-0.417,0.06354,2.548,-0.8867,-0.2824,0.1516,2.728,-0.4833,-0.1903,0.177,2.869,19.75,8.347,4.646,16.57,6.948,3.845,4.605,1.981,-1.981,0.128,0.2386,49.51,72.69,12.8,20.72,0.0,4.185,0.0,57.85,90.86,6.513,0.0,0.0,0.0,34.52,0.8893,0.5427,0.09873,0.1107,0.4573,0.01197,310.9,189.7,34.52,38.7,159.9,4.185,3.499,-3.499,0.3441,0.1858,0.8112,0.5808,0.09873,0.1888,0.4192,0.09012,283.6,203.1,34.52,66.03,146.6,31.51,10.23,48.17,11.0,1.551,5.243,16.24,194.1,0.0,113.1,5.112,11.0,48.17,6.879,0.0,0.0,68.63,0.0,210.3,0.0,44.39,43.37,0.4243,5.755,3.442,8.988,372.9,65.8,1.567,3,18,42,0,25,20,0,20,1,0,17,0,3,1,54.02,4,0.1481,18,44,0,27,4,0.1481,26,0,1.609,27.4,18.03,13.82,15.43,11.85,11.9,8.416,9.903,5.887,6.86,4.056,2.518,0.6055,1.039,0.311,8.994,5.879,4.561,2.925,0.2887,0.0,7.268,4.945,3.117,2.068,0.05103,0.0,4.705,1.805,1.859,0.7711,0,0.7877,13,0.3941,0.0,0.0,0.0,31.22,4.133,0.0,-2.581,28.81,0.0,0.0,0.0,8.279,0.0,0.0,0.0,0.0,0.0,0.0,14.28,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,5.605,-7.163,10.26,18,3,4,0,0.4615,0.8571,7,0,3,349.6,473.4,34.52,0.0,288.1,14.97,0.0,1538,41,132
388,0,0,0,2,0,0,424.437,6.81,651.779,297.102,81.942,147.866,124.87,1195.084,0.0,6.25,0.0388088,0.0,0.8355973,41.801,10.103,18.072,9.074,4.177,-5.687,-6.346,2149.03,-0.287,1551.477,-2.317,9.014,1.327,3,0.465,8.814,1.349,0.03,0.225,1.502,-2.419,-0.4743,0.4589,2.428,-2.435,-0.3783,0.5462,2.51,-2.067,-0.2273,0.6896,2.788,-0.8875,-0.3864,-0.02161,2.652,-0.887,-0.2988,0.1779,2.772,-0.4863,-0.1516,0.1328,2.936,23.66,8.859,5.258,19.07,7.081,4.177,4.655,2.695,-2.695,0.1617,0.1754,100.8,51.11,23.99,27.42,0.0,4.185,9.046,90.93,0.0,6.513,35.73,5.683,0.0,34.52,0.863,0.4447,0.1031,0.137,0.5553,0.03393,336.4,173.4,40.2,53.43,216.5,13.23,4.768,-4.768,0.2525,0.1363,0.6583,0.4655,0.2377,0.3417,0.5345,0.104,256.6,181.5,92.67,133.2,208.4,40.56,10.33,48.17,74.56,9.31,14.37,8.27,123.1,0.0,140.6,4.899,11.0,66.86,6.879,0.0,9.128,68.63,7.76,131.3,0.0,116.8,61.19,0.3797,5.954,3.445,9.447,424.4,89.42,1.863,4,17,48,0,29,19,0,20,0,3,19,2,3,1,57.05,4,0.129,17,50,0,31,5,0.1613,33,0,1.754,36.07,21.56,14.07,17.02,12.54,13.41,7.118,10.43,5.265,5.262,3.357,4.234,0.6075,1.313,0.3608,10.42,3.435,4.804,1.854,0.5774,0.0,7.777,2.14,3.05,0.9754,0.06453,0.0,6.951,1.052,2.2,0.5331,0,0.8388,13,4.893,0.0,0.0,0.0,16.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.18,0.0,-2.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,0.0,0.0,5,0,0,4.395,-6.428,10.57,17,3,4,0,0.4615,0.8571,7,0,3,389.9,506.0,40.2,0.0,296.6,39.56,0.0,2181,49,158
389,0,0,0,3,0,-2,410.413,4.955,637.641,130.045,150.562,229.57,127.465,1132.83,2.0,7.0,0.0216721,0.0155252,0.8241995,39.448,11.014,20.714,13.309,3.183,-5.593,-7.117,420.145,-1.051,255.736,-3.198,9.69,1.317,2,0.312,8.586,1.66,0.386,0.163,1.391,-2.475,-0.5717,0.6458,2.402,-2.572,-0.4756,0.7476,2.489,-2.148,-0.4068,0.8265,2.725,-0.842,-0.3742,0.0561,2.621,-1.348,-0.3211,0.1691,2.729,-0.4802,-0.1849,0.1818,2.912,22.68,8.626,5.202,18.13,6.833,4.095,4.424,2.12,-2.12,0.2056,0.1319,86.35,51.79,0.0,6.7,0.0,4.185,9.046,95.5,36.76,0.0,54.19,32.02,0.0,0.0,0.8798,0.5802,0.08503,0.1202,0.4198,0.03514,331.3,218.5,32.02,45.25,158.1,13.23,6.43,-6.43,0.2251,0.1521,0.5332,0.5686,0.2467,0.4668,0.4314,0.2201,200.8,214.1,92.91,175.8,162.5,82.87,9.982,48.17,63.32,12.43,2.757,42.75,158.8,0.0,72.44,3.583,34.42,66.61,6.641,0.0,2.757,67.35,7.76,167.5,0.0,47.64,81.22,0.3898,5.907,3.346,9.353,410.4,87.83,1.952,3,17,45,1,28,17,0,18,0,3,17,4,2,1,53.59,4,0.1333,17,47,0,30,5,0.1667,30,0,1.769,31.97,20.69,12.33,15.79,10.7,12.98,6.721,9.601,4.726,4.592,2.709,4.065,0.1361,1.104,0.07217,9.771,3.168,4.304,1.56,0.5774,0.0,7.42,2.191,2.779,0.9005,0.04296,0.0,6.427,0.2887,1.852,0.125,0,0.8589,11,4.784,0.0,0.0,0.0,-0.8162,22.16,0.0,-3.285,28.44,0.0,0.0,0.0,1.547,0.0,49.05,9.622,0.0,0.0,0.0,0.0,0.0,0.0,7.871,0.0,0.0,0.0,6,1,0,2.732,-5.297,10.06,17,3,4,0,0.4545,0.8333,6,0,3,376.5,477.8,41.44,20.14,261.2,36.9,0.0,1952,46,152
390,2,0,0,3,0,-2,411.877,0.993,605.14,68.428,221.785,239.513,75.414,1074.565,2.0,10.0,0.0009173,0.02337,0.8384256,37.211,12.351,21.413,16.721,1.055,-3.94,-7.083,77.208,-1.666,39.367,-4.475,9.755,1.385,0,-0.332,8.716,2.276,0.386,-0.08,2.001,-2.4,-0.6222,0.7018,2.455,-2.572,-0.5381,0.8059,2.461,-2.029,-0.4999,0.8543,2.801,-0.8848,-0.3968,0.0818,2.58,-1.348,-0.4139,0.1645,2.654,-0.4451,-0.203,0.2021,2.872,20.73,7.788,4.716,18.75,7.014,4.235,5.057,2.44,-2.44,0.1226,0.1937,58.58,45.09,12.8,44.17,0.0,8.369,0.0,49.02,54.09,6.513,18.46,32.02,0.0,32.02,0.7995,0.532,0.1773,0.2005,0.468,0.02318,288.7,192.1,64.03,72.4,169.0,8.369,5.961,-5.961,0.2427,0.1641,0.6592,0.6421,0.247,0.3408,0.3579,0.09375,238.1,231.9,89.2,123.1,129.2,33.86,9.883,96.34,18.44,3.101,0.0,43.49,158.4,0.0,84.36,2.27,31.29,114.8,13.52,0.0,0.0,34.79,0.0,170.6,0.0,39.15,112.1,0.4121,5.807,3.354,9.123,411.9,80.82,2.02,5,17,40,1,26,15,0,16,1,0,14,3,4,2,51.98,4,0.1429,17,42,0,28,4,0.1429,25,0,1.716,30.0,19.11,10.83,15.88,9.196,12.07,6.341,11.06,4.431,4.364,2.558,3.863,0.1667,1.301,0.08333,9.089,3.041,4.421,1.486,0.5774,0.0,6.993,2.098,2.788,0.8571,0.08049,0.0,5.713,0.3319,1.964,0.1379,0,0.9019,12,5.169,0.0,0.0,0.0,-0.6495,21.41,0.0,3.979,58.39,0.0,0.0,0.0,7.861,-6.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,1.673,-5.036,10.11,17,3,4,0,0.5,1.0,6,0,3,361.1,456.7,73.45,20.14,222.8,30.02,0.0,1626,42,142
